,ID,Gender,Age,Your Industry,Occupation,2nd Occupation,Job Level,Income,State,Job Role Happiness,Highest Degree Completed,Marital Status,Sexual Satisfaction,Sex Frequency,Orgasm Frequency,Orgasm Faking,Sexual Performance,Excercise Frequency,Desirable Level,Better Sex Before Graduating
331,13363532823.0,Male,> 60,Retail & Consumer Durables,Marketing specialist,,Owner/Executive/C-Level,"$50,000-$74,999",Florida,Very happy,Ph.D. or higher,Married or domestic partnership,Satisfied,A few times a week,Always,Never,Above average,I never work out or exercise,Very desirable,Strongly disagree
332,13363532807.0,Male,45-60,"Construction, Machinery, and Homes",Carpenter,,Owner/Executive/C-Level,"$125,000-$149,999",New Jersey,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Dissatisfied,Less than once a month,Always,Never,Far above average,Several times per week,Very desirable,Somewhat disagree
333,13363530849.0,Female,30-44,"Telecommunications, Technology, Internet & Electronics",Software developer,,Entry Level,"$75,000-$99,999",Ohio,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Dissatisfied,Less than once a month,Rarely,Sometimes,Average,Less than once per week,Somewhat desirable,Somewhat agree
334,13363530703.0,Male,18-29,Education,Bartender,,Middle Management,"$50,000-$74,999",District of Columbia (DC),Neither happy nor unhappy,No schooling completed,Divorced,Dissatisfied,A few times a month,Sometimes,Sometimes,Below average,Less than once per week,Extremely desirable,Somewhat agree
335,13363529918.0,Female,45-60,Education,Laborer, Teacher,Other (please specify),Prefer not to answer,New York,Very unhappy,Master's Degree,Married or domestic partnership,Dissatisfied,Less than once a month,Rarely,Usually,Average,Several times per week,Not so desirable,Neither agree nor disagree
336,13363529790.0,Female,30-44,Education,Operations manager, Teacher,Other (please specify),"$50,000-$74,999",Texas,Neither happy nor unhappy,Master's Degree,"Single, never married",Dissatisfied,Less than once a month,Sometimes,Sometimes,Average,Less than once per week,Somewhat desirable,Somewhat disagree
337,13363526520.0,Male,30-44,Education,Operations manager,,Entry Level,"$50,000-$74,999",Minnesota,Somewhat happy,High School,Married or domestic partnership,Satisfied,A few times a week,Always,Never,Above average,Several times per week,Very desirable,Neither agree nor disagree
338,13363526508.0,Male,30-44,Retail & Consumer Durables,Line supervisor,,Middle Management,"$50,000-$74,999",Michigan,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Satisfied,A few times a week,Always,Never,Far above average,Every day of the week,Very desirable,Disagree
339,13363523749.0,Female,45-60,Healthcare & Pharmaceuticals,Registered nurse,,Intermediate,"$25,000-$49,999",West Virginia,Somewhat happy,Bachelor's Degree,"Single, never married",Very satisfied,A few times a month,Usually,Sometimes,Average,Less than once per week,Not so desirable,Disagree
340,13363522430.0,Female,45-60,Healthcare & Pharmaceuticals,Registered nurse,,Intermediate,"$25,000-$49,999",Tennessee,Very happy,Bachelor's Degree,Divorced,Satisfied,A few times a month,Always,Never,Above average,I never work out or exercise,Somewhat desirable,Strongly agree
341,13363522336.0,Male,30-44,"Telecommunications, Technology, Internet & Electronics",Operations manager,,Middle Management,"$200,000+",Mississippi,Somewhat happy,Master's Degree,Married or domestic partnership,Dissatisfied,Less than once a month,Usually,Never,Average,I never work out or exercise,Somewhat desirable,Agree
342,13363516265.0,Female,45-60,Nonprofit,Bartender, Case manager,Middle Management,"$50,000-$74,999",Texas,Very happy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Rarely,Sometimes,Below average,I never work out or exercise,Somewhat desirable,Disagree
343,13363516728.0,Female,30-44,Education,Bookkeeper,,Owner/Executive/C-Level,"$75,000-$99,999",Virginia,Very happy,Bachelor's Degree,"Single, never married",Very satisfied,A few times a week,Usually,Never,Above average,Several times per week,Somewhat desirable,Strongly agree
344,13363514925.0,Female,45-60,Healthcare & Pharmaceuticals,Medical assistant,,Entry Level,"$25,000-$49,999",Texas,Neither happy nor unhappy,High School,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Sometimes,Rarely,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree
345,13363513950.0,Male,45-60,Education,Operations manager, SVP,Owner/Executive/C-Level,"$200,000+",New York,Very happy,Bachelor's Degree,Married or domestic partnership,Satisfied,About once a week,Always,Never,Average,Several times per week,Somewhat desirable,Strongly agree
346,13363508066.0,Male,45-60,Healthcare & Pharmaceuticals,Medical assistant, X-ray,Senior Management,"$150,000-$174,999",Florida,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Always,Never,Far above average,Several times per week,Somewhat desirable,Neither agree nor disagree
347,13363507177.0,Male,> 60,Retail & Consumer Durables,Office clerk,,Senior Management,"$125,000-$149,999",New York,Somewhat happy,High School,Married or domestic partnership,Satisfied,A few times a week,Usually,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree
348,13363506577.0,Female,45-60,I am currently not employed,Laborer,,Other (please specify),"$25,000-$49,999",North Carolina,Neither happy nor unhappy,High School,Married or domestic partnership,Satisfied,Less than once a month,Sometimes,Sometimes,Average,I never work out or exercise,Not so desirable,Somewhat agree
349,13363504393.0,Female,45-60,Retail & Consumer Durables,Office clerk,,Middle Management,"$50,000-$74,999",Kansas,Somewhat happy,Bachelor's Degree,Divorced,Dissatisfied,About once a week,Sometimes,Sometimes,Average,Once per week,Somewhat desirable,Somewhat disagree
350,13363503792.0,Female,18-29,"Telecommunications, Technology, Internet & Electronics",Office clerk,,Intermediate,"$25,000-$49,999",Washington,Somewhat happy,High School,Married or domestic partnership,Very satisfied,Every day,Usually,Rarely,Above average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree
351,13363503655.0,Female,> 60,Healthcare & Pharmaceuticals,Customer service representative,,Intermediate,"$100,000-$124,999",Texas,Very happy,Trade/Vocation School,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Always,Average,I never work out or exercise,Not so desirable,Agree
352,13363499219.0,Female,18-29,Business Support & Logistics,Lawyer, Paralegal,Intermediate,"$50,000-$74,999",Pennsylvania,Very happy,Bachelor's Degree,Married or domestic partnership,Satisfied,A few times a week,Sometimes,Never,Average,Several times per week,Somewhat desirable,Disagree
353,13363498549.0,Female,45-60,Finance & Financial Services,Office clerk,,Entry Level,"$0-$9,999",California,Very happy,High School,"Single, never married",Very dissatisfied,Less than once a month,Always,Sometimes,Far above average,Several times per week,Extremely desirable,Agree
354,13363497849.0,Female,30-44,Education,Lawyer,,Owner/Executive/C-Level,"$50,000-$74,999",Florida,Very happy,Bachelor's Degree,Married or domestic partnership,Satisfied,A few times a week,Always,Never,Above average,Several times per week,Somewhat desirable,Agree
355,13363496737.0,Female,30-44,Healthcare & Pharmaceuticals,Customer service representative, Pre-auth specialist,Intermediate,"$25,000-$49,999",Washington,Somewhat happy,Trade/Vocation School,"Single, never married",Very dissatisfied,Less than once a month,Sometimes,Never,Average,Less than once per week,Not at all desirable,Strongly agree
356,13363495857.0,Female,45-60,"Telecommunications, Technology, Internet & Electronics",Administrative assistant,,Intermediate,"$25,000-$49,999",Texas,Very happy,Trade/Vocation School,Divorced,Satisfied,Less than once a month,Usually,Sometimes,Average,Less than once per week,Somewhat desirable,Somewhat disagree
357,13363495694.0,Male,18-29,Food & Beverages,Bartender,,Intermediate,"$25,000-$49,999",Georgia,Somewhat happy,High School,"Single, never married",Very satisfied,A few times a month,Usually,Never,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree
358,13363492680.0,Female,45-60,Healthcare & Pharmaceuticals,Medical assistant,,Entry Level,"$25,000-$49,999",Georgia,Somewhat happy,High School,"Single, never married",Satisfied,A few times a month,Never,Sometimes,Average,I never work out or exercise,Not so desirable,Strongly agree
359,13363492432.0,Male,> 60,Real Estate,Operations manager,,Middle Management,Prefer not to answer,Texas,Very happy,Bachelor's Degree,Married or domestic partnership,Very dissatisfied,Less than once a month,Usually,Never,Above average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree
360,13363489590.0,Male,30-44,"Telecommunications, Technology, Internet & Electronics",Operations manager,,Intermediate,"$75,000-$99,999",Oregon,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Satisfied,About once a week,Usually,Never,Above average,Several times per week,Somewhat desirable,Somewhat agree
361,13363485784.0,Female,18-29,Agriculture,Retail sales associate,,Intermediate,"$50,000-$74,999",Texas,Very happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,A few times a week,Always,Never,Far above average,Several times per week,Very desirable,Strongly agree
362,13363483229.0,Female,18-29,Healthcare & Pharmaceuticals,Medical assistant,,Intermediate,"$200,000+",New Jersey,Very happy,Bachelor's Degree,"Single, never married",Very satisfied,A few times a week,Usually,Never,Average,Several times per week,Somewhat desirable,Strongly agree
363,13363482941.0,Female,45-60,Healthcare & Pharmaceuticals,Customer service representative,,Intermediate,"$125,000-$149,999",New York,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a week,Sometimes,Rarely,Average,Several times per week,Somewhat desirable,Neither agree nor disagree
364,13363481049.0,Male,> 60,Agriculture,Food preparation worker,,Owner/Executive/C-Level,"$0-$9,999",Alabama,Very happy,Some High School,Married or domestic partnership,Satisfied,Every day,Always,Sometimes,Average,Several times per week,Very desirable,Strongly agree
365,13363474576.0,Male,30-44,Government,Administrative assistant, Paralegal,Other (please specify),"$75,000-$99,999",Maryland,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Usually,Never,Above average,Once per week,Somewhat desirable,Neither agree nor disagree
366,13363469539.0,Male,30-44,"Telecommunications, Technology, Internet & Electronics",Software developer,,Senior Management,"$200,000+",Wisconsin,Very happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,Every day,Always,Always,Far above average,Every day of the week,Very desirable,Strongly agree
367,13363466557.0,Female,45-60,Healthcare & Pharmaceuticals,Registered nurse,,Senior Management,"$75,000-$99,999",Washington,Very happy,Master's Degree,Married or domestic partnership,Very satisfied,About once a week,Always,Never,Far above average,Every day of the week,Very desirable,Disagree
368,13363464839.0,Male,> 60,Healthcare & Pharmaceuticals,Registered nurse,,Other (please specify),"$25,000-$49,999",Georgia,Somewhat happy,Master's Degree,Widowed,Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Below average,Several times per week,Somewhat desirable,Strongly agree
369,13363464699.0,Male,45-60,Healthcare & Pharmaceuticals,Marketing specialist,,Middle Management,"$175,000-$199,999",Texas,Very happy,Bachelor's Degree,Married or domestic partnership,Very dissatisfied,Less than once a month,Always,Rarely,Average,Several times per week,Not so desirable,Strongly agree
370,13363460716.0,Female,30-44,Education,Bookkeeper,,Owner/Executive/C-Level,"$100,000-$124,999",California,Somewhat happy,Master's Degree,Married or domestic partnership,Dissatisfied,A few times a month,Rarely,Never,Above average,Several times per week,Not so desirable,Strongly disagree
371,13363460108.0,Female,45-60,Manufacturing,Customer service representative, Engineer,Intermediate,"$75,000-$99,999",Indiana,Somewhat unhappy,Bachelor's Degree,Married or domestic partnership,Satisfied,About once a week,Sometimes,Rarely,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree
372,13363456601.0,Female,30-44,"Telecommunications, Technology, Internet & Electronics",Software developer,,Intermediate,"$75,000-$99,999",Illinois,Somewhat happy,Master's Degree,Married or domestic partnership,Satisfied,About once a week,Usually,Never,Above average,Several times per week,Very desirable,Neither agree nor disagree
373,13363455439.0,Female,> 60,Education,Software developer, Professor,Middle Management,"$25,000-$49,999",Florida,Somewhat unhappy,Master's Degree,Divorced,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Sometimes,Average,Once per week,Somewhat desirable,Somewhat disagree
374,13363453945.0,Female,18-29,Healthcare & Pharmaceuticals,Medical assistant,,Intermediate,Prefer not to answer,Florida,Somewhat happy,Bachelor's Degree,"Single, never married",Satisfied,Less than once a month,Usually,Never,Average,Once per week,Somewhat desirable,Neither agree nor disagree
