Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,custom_value8,custom_value9,custom_value7,Which of the following best describes the industry you work in?,What's your occupation?,,Which of the following best describes your current job level?,,What state do you reside in?,How happy or unhappy are you with your current role at your job? ,"What is the highest degree or level of school you have completed? If currently enrolled, highest degree received.",What is your marital status?,What is your gender?,,How satisfied or dissatisfied are you with your sex life?,How often do you have sex?,How often do you have an orgasm during sexual intercourse?,How often do you fake an orgasm?,"How would you rate your ""performance"" in bed?",How many times per week do you exercise or work out?,How desirable do you find yourself?,Would you agree with the following statement: My sex life was better before I graduated from college than after I graduated.,Household Income,Gender,Region,Device Type,Age
13363777631,415544481,02/28/2022 09:33:32 PM,02/28/2022 09:35:23 PM,,,,,ec956087df86286549578d833c,smc,,,,Retail & Consumer Durables,Cashier,,Entry Level,,South Carolina,Neither happy nor unhappy,High School,"Single, never married",Female,,Neither satisfied nor dissatisfied,Less than once a month,Usually,Rarely,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree,Prefer not to answer,Female,South Atlantic,iOS Phone / Tablet,18-29
13363777529,415544481,02/28/2022 09:33:30 PM,02/28/2022 09:35:21 PM,,,,,304af26398009bcb7de007f534,smc,,,,"Telecommunications, Technology, Internet & Electronics",Operations manager,,Senior Management,,California,Very happy,Master's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,A few times a month,Usually,Never,Above average,Several times per week,Somewhat desirable,Disagree,"$100,000-$124,999",Male,Pacific,Android Phone / Tablet,> 60
13363777031,415544481,02/28/2022 09:33:40 PM,02/28/2022 09:35:06 PM,,,,,15ba15448b083dbedd07fc47b8,smc,,,,Government,Medical assistant,,Middle Management,,Kentucky,Neither happy nor unhappy,Some High School,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,A few times a week,Usually,Always,Below average,Once per week,Extremely desirable,Agree,"$0-$9,999",Female,East South Central,iOS Phone / Tablet,18-29
13363775522,415544481,02/28/2022 09:32:57 PM,02/28/2022 09:34:28 PM,,,,,152741650c547a9a6f641826ee,smc,,,,Advertising & Marketing,Retail sales associate,,Senior Management,,Ohio,Very happy,Ph.D. or higher,Married or domestic partnership,Female,,Very satisfied,A few times a week,Usually,Never,Above average,Several times per week,Very desirable,Agree,"$100,000-$124,999",Female,East North Central,iOS Phone / Tablet,30-44
13363775140,415544481,02/28/2022 09:32:01 PM,02/28/2022 09:34:19 PM,,,,,5db2a97689c8f6677616eec3a9,smc,,,,I am currently not employed,Administrative assistant,Retired,Senior Management,,Florida,Very unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,Every day,Always,Never,Above average,Several times per week,Very desirable,Disagree,"$125,000-$149,999",Female,South Atlantic,iOS Phone / Tablet,45-60
13363774465,415544481,02/28/2022 09:28:44 PM,02/28/2022 09:34:02 PM,,,,,85e03bf95572957dec80997d2d,smc,,,,Healthcare & Pharmaceuticals,Retail sales associate,,Middle Management,,New Jersey,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Satisfied,Less than once a month,Rarely,Sometimes,Below average,I never work out or exercise,Somewhat desirable,Agree,"$200,000+",Male,Middle Atlantic,iOS Phone / Tablet,> 60
13363773920,415544481,02/28/2022 09:31:02 PM,02/28/2022 09:33:47 PM,,,,,38dd7d3b10a2f9605872343774,smc,,,,Insurance,Marketing specialist,,Entry Level,,Florida,Somewhat happy,Bachelor's Degree,"Single, never married",Female,,Dissatisfied,Less than once a month,Usually,Never,Above average,Every day of the week,Very desirable,Neither agree nor disagree,"$25,000-$49,999",Female,South Atlantic,iOS Phone / Tablet,18-29
13363773575,415544481,02/28/2022 09:31:13 PM,02/28/2022 09:33:39 PM,,,,,fea876259e82f24d107c3071ce,smc,,,,Automotive,Bookkeeper,,Senior Management,,North Carolina,Somewhat happy,Bachelor's Degree,"Single, never married",Male,,Satisfied,About once a week,Always,Rarely,Average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$100,000-$124,999",Male,South Atlantic,iOS Phone / Tablet,18-29
13363773168,415544481,02/28/2022 09:27:40 PM,02/28/2022 09:33:27 PM,,,,,56144fddac340d2cb35830f1d9,smc,,,,I am currently not employed,Administrative assistant,Real Estate,Senior Management,,Montana,Somewhat happy,Trade/Vocation School,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,A few times a month,Usually,Sometimes,Above average,I never work out or exercise,Not so desirable,Agree,"$10,000-$24,999",Female,Mountain,Android Phone / Tablet,45-60
13363771818,415544481,02/28/2022 09:31:21 PM,02/28/2022 09:32:52 PM,,,,,f48179f4215fbce428701eb4e8,smc,,,,I am currently not employed,Registered nurse,,Other (please specify),retired,New York,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Female,,Very dissatisfied,Less than once a month,Never,Never,Far below average,Less than once per week,Not at all desirable,Strongly disagree,"$25,000-$49,999",Female,Middle Atlantic,Windows Desktop / Laptop,> 60
13363771196,415544481,02/28/2022 09:31:22 PM,02/28/2022 09:32:37 PM,,,,,26fdb5dbe75a49791695e44310,smc,,,,Retail & Consumer Durables,Retail sales associate,,Middle Management,,California,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,A few times a week,Usually,Rarely,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$0-$9,999",Female,Mountain,Android Phone / Tablet,18-29
13363770196,415544481,02/28/2022 09:30:04 PM,02/28/2022 09:32:09 PM,,,,,50411de57cd2f096ba5652a7c3,smc,,,,Finance & Financial Services,Software developer,Business Analyst,Intermediate,,Massachusetts,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Male,,Satisfied,A few times a week,Usually,Never,Above average,Several times per week,Somewhat desirable,Somewhat disagree,"$125,000-$149,999",Male,New England,Android Phone / Tablet,45-60
13363769949,415544481,02/28/2022 09:31:00 PM,02/28/2022 09:32:02 PM,,,,,3a9478b6cfbf2f50b06b6ba99a,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,,Intermediate,,Pennsylvania,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Satisfied,A few times a month,Always,Never,Average,Less than once per week,Not so desirable,Somewhat agree,"$125,000-$149,999",Male,Middle Atlantic,Android Phone / Tablet,30-44
13363769416,415544481,02/28/2022 09:27:29 PM,02/28/2022 09:31:49 PM,,,,,1a11ac2593ee31e541cc97b08e,smc,,,,Automotive,Customer service representative,Outside Sales Representative,Senior Management,,Minnesota,Somewhat happy,Bachelor's Degree,"Single, never married",Male,,Very satisfied,A few times a week,Always,Never,Above average,Several times per week,Very desirable,Disagree,"$25,000-$49,999",Male,West North Central,iOS Phone / Tablet,18-29
13363768226,415544481,02/28/2022 09:28:46 PM,02/28/2022 09:31:19 PM,,,,,5bc363028e2bfc0b15f09ff098,smc,,,,I am currently not employed,Electrician,,Other (please specify),Retired ,Mississippi,Very happy,Trade/Vocation School,Widowed,Male,,Neither satisfied nor dissatisfied,A few times a month,Always,Never,Average,Every day of the week,Somewhat desirable,Agree,"$125,000-$149,999",Male,East South Central,iOS Phone / Tablet,> 60
13363764606,415544481,02/28/2022 09:24:28 PM,02/28/2022 09:29:43 PM,,,,,27877c419d917e391f74e16f26,smc,,,,Airlines & Aerospace (including Defense),Bartender,Flight Attendant,Intermediate,,Missouri,Somewhat happy,High School,Divorced,Female,,Very satisfied,A few times a month,Always,Never,Average,Several times per week,Somewhat desirable,Agree,"$25,000-$49,999",Female,West North Central,iOS Phone / Tablet,> 60
13363762848,415544481,02/28/2022 09:28:23 PM,02/28/2022 09:28:55 PM,,,,,7ba07fab8e006a2b9bf8da5b93,smc,,,,Airlines & Aerospace (including Defense),Customer service representative,,Middle Management,,Idaho,Neither happy nor unhappy,Bachelor's Degree,Widowed,Male,,Dissatisfied,About once a week,Sometimes,Sometimes,Average,Once per week,Somewhat desirable,Somewhat agree,"$0-$9,999",Female,Middle Atlantic,iOS Phone / Tablet,18-29
13363762119,415544481,02/28/2022 09:27:56 PM,02/28/2022 09:28:34 PM,,,,,88f4cd31e8537598263ba31499,smc,,,,Airlines & Aerospace (including Defense),Janitor,,Entry Level,,California,Neither happy nor unhappy,High School,Married or domestic partnership,Male,,Satisfied,A few times a month,Always,Rarely,Far above average,Once per week,Extremely desirable,Somewhat agree,"$10,000-$24,999",Male,Pacific,iOS Phone / Tablet,30-44
13363758042,415544481,02/28/2022 09:25:07 PM,02/28/2022 09:26:45 PM,,,,,11d1382099b1e6ba822eba5e5f,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,,Entry Level,,Georgia,Somewhat happy,Bachelor's Degree,"Single, never married",Male,,Very dissatisfied,Less than once a month,Sometimes,Usually,Above average,Several times per week,Somewhat desirable,Somewhat disagree,"$100,000-$124,999",Male,South Atlantic,Android Phone / Tablet,30-44
13363757580,415544481,02/28/2022 09:22:24 PM,02/28/2022 09:26:31 PM,,,,,96a8c94e0c47bb7151582f2c70,smc,,,,Automotive,Truck Driver,bus operator,Intermediate,,New York,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Male,,Satisfied,A few times a month,Sometimes,Never,Average,Once per week,Very desirable,Somewhat agree,"$200,000+",Male,Middle Atlantic,Android Phone / Tablet,45-60
13363756894,415544481,02/28/2022 08:50:29 PM,02/28/2022 09:26:14 PM,,,,,7def147d40297abc1a24eb21e0,smc,,,,Government,Police officer,,Middle Management,,Maryland,Neither happy nor unhappy,Bachelor's Degree,Divorced,,,Satisfied,A few times a month,Always,Sometimes,Average,Less than once per week,Very desirable,Agree,"$25,000-$49,999",Male,South Atlantic,iOS Phone / Tablet,18-29
13363755610,415544481,02/28/2022 09:22:14 PM,02/28/2022 09:25:42 PM,,,,,d064a6d23ae321b354d1ad7ca9,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,,Intermediate,,New York,Somewhat happy,Master's Degree,Married or domestic partnership,Female,,Satisfied,A few times a week,Usually,Always,Far above average,Several times per week,Very desirable,Strongly agree,"$100,000-$124,999",Female,Middle Atlantic,iOS Phone / Tablet,30-44
13363754350,415544481,02/28/2022 09:22:21 PM,02/28/2022 09:25:12 PM,,,,,b034607dae9cdc656d15883bc3,smc,,,,Business Support & Logistics,Operations manager,,Owner/Executive/C-Level,,California,Very happy,Master's Degree,Married or domestic partnership,Male,,Satisfied,About once a week,Usually,Never,Average,Several times per week,Somewhat desirable,Disagree,"$125,000-$149,999",Male,Pacific,MacOS Desktop / Laptop,> 60
13363752981,415544481,02/28/2022 09:22:09 PM,02/28/2022 09:24:37 PM,,,,,60bbe5e05b553614a7c9d442c4,smc,,,,Government,Police officer,,Entry Level,,Minnesota,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Male,,Very satisfied,About once a week,Always,Never,Above average,Several times per week,Very desirable,Disagree,"$50,000-$74,999",Male,West North Central,Android Phone / Tablet,18-29
13363752347,415544481,02/28/2022 09:22:33 PM,02/28/2022 09:24:20 PM,,,,,d70eea1ba44efe4d1129f81251,smc,,,,Finance & Financial Services,Bookkeeper,,Intermediate,,Wisconsin,Somewhat happy,High School,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,A few times a month,Never,Never,Below average,Less than once per week,Not so desirable,Agree,"$50,000-$74,999",Female,East North Central,Android Phone / Tablet,18-29
13363751577,415544481,02/28/2022 09:20:26 PM,02/28/2022 09:24:00 PM,,,,,64cd48475ed9cb6642d9811103,smc,,,,Retail & Consumer Durables,Operations manager,Business Owner / CEO,Owner/Executive/C-Level,,Tennessee,Very happy,Trade/Vocation School,Married or domestic partnership,Male,,Satisfied,A few times a week,Always,Never,Above average,I never work out or exercise,Somewhat desirable,Strongly disagree,"$25,000-$49,999",Male,East South Central,iOS Phone / Tablet,30-44
13363751050,415544481,02/28/2022 09:19:33 PM,02/28/2022 09:23:46 PM,,,,,74fe1ac0bc8f27570e5ffcd3d1,smc,,,,I am currently not employed,Laborer,Medical student,Entry Level,,Virginia,Somewhat happy,Bachelor's Degree,"Single, never married",Female,,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Average,I never work out or exercise,Not so desirable,Disagree,"$10,000-$24,999",Female,South Atlantic,iOS Phone / Tablet,18-29
13363750088,415544481,02/28/2022 09:21:18 PM,02/28/2022 09:23:20 PM,,,,,7f1ef4c8abac1a52ffa3102fe1,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,,Intermediate,,Florida,Somewhat happy,Bachelor's Degree,Divorced,Female,,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Average,Once per week,Somewhat desirable,Somewhat disagree,"$10,000-$24,999",Female,South Atlantic,Windows Desktop / Laptop,> 60
13363749662,415544481,02/28/2022 09:21:25 PM,02/28/2022 09:23:08 PM,,,,,3200325ca287573c1cf1e6e95c,smc,,,,I am currently not employed,Cashier,None,Other (please specify),None,New York,Neither happy nor unhappy,High School,"Single, never married",Female,,Very dissatisfied,Less than once a month,Never,Never,Average,Several times per week,Not so desirable,Disagree,"$10,000-$24,999",Female,Middle Atlantic,iOS Phone / Tablet,18-29
13363748880,415544481,02/28/2022 09:09:03 PM,02/28/2022 09:23:04 PM,,,,,a2ff1368de5f9aa0679d573f96,smc,,,,Government,Office clerk,Secretary,Intermediate,,Hawaii,Somewhat unhappy,High School,"Single, never married",Female,,Neither satisfied nor dissatisfied,A few times a month,Sometimes,Sometimes,Above average,Several times per week,Somewhat desirable,Disagree,"$25,000-$49,999",Female,Pacific,Windows Desktop / Laptop,45-60
13363746496,415544481,02/28/2022 09:20:30 PM,02/28/2022 09:21:41 PM,,,,,756287b0f7ca1a2b18a985cda5,smc,,,,"Construction, Machinery, and Homes",Laborer,,Entry Level,,Texas,Very happy,High School,Married or domestic partnership,Female,,Very satisfied,Every day,Sometimes,Never,Far above average,I never work out or exercise,Extremely desirable,Neither agree nor disagree,"$10,000-$24,999",Female,West South Central,Android Phone / Tablet,30-44
13363745503,415544481,02/28/2022 09:18:11 PM,02/28/2022 09:21:18 PM,,,,,bed9bbcc5bfacdc965f8f8bc27,smc,,,,Airlines & Aerospace (including Defense),Server,,Other (please specify),retired,Texas,Neither happy nor unhappy,Bachelor's Degree,Widowed,Female,,Neither satisfied nor dissatisfied,Less than once a month,Never,Sometimes,Below average,I never work out or exercise,Not so desirable,Disagree,"$50,000-$74,999",Female,,Windows Desktop / Laptop,> 60
13363744479,415544481,02/28/2022 09:19:11 PM,02/28/2022 09:20:49 PM,,,,,03539b7cab8bc1aa82533bb985,smc,,,,Entertainment & Leisure,Marketing specialist,,Entry Level,,Texas,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Dissatisfied,Less than once a month,Always,Never,Below average,Once per week,Not so desirable,Agree,"$50,000-$74,999",Male,West South Central,Android Phone / Tablet,45-60
13363741973,415544481,02/28/2022 09:11:45 PM,02/28/2022 09:19:45 PM,,,,,11ec32d7be56812a0b6cf69a3e,smc,,,,Healthcare & Pharmaceuticals,Operations manager,Forecast Analyst,Senior Management,,Ohio,Somewhat happy,High School,Married or domestic partnership,Female,,Satisfied,A few times a month,Always,Rarely,Above average,Once per week,Somewhat desirable,Neither agree nor disagree,"$50,000-$74,999",Female,East North Central,iOS Phone / Tablet,30-44
13363741704,415544481,02/28/2022 09:18:11 PM,02/28/2022 09:19:39 PM,,,,,8f999a5dd27fc4c0382e438620,smc,,,,Real Estate,Marketing specialist,,Intermediate,,Florida,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,About once a week,Usually,Rarely,Above average,Several times per week,Somewhat desirable,Disagree,"$50,000-$74,999",Female,South Atlantic,iOS Phone / Tablet,> 60
13363737336,415544481,02/28/2022 09:15:08 PM,02/28/2022 09:18:39 PM,,,,,54cd6df79142624e2c9e471777,smc,,,,I am currently not employed,Police officer,probation officer,Other (please specify),retired,Pennsylvania,Very happy,Master's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Average,Less than once per week,Somewhat desirable,Strongly agree,"$75,000-$99,999",Male,Middle Atlantic,Windows Desktop / Laptop,> 60
13363738561,415544481,02/28/2022 09:17:38 PM,02/28/2022 09:18:17 PM,,,,,a51602cbfb348d999d8a5c7d13,smc,,,,Advertising & Marketing,Food preparation worker,,Senior Management,,Michigan,Very happy,High School,"Single, never married",Male,,Very satisfied,Every day,Always,Usually,Far above average,Every day of the week,Very desirable,Strongly agree,"$25,000-$49,999",Male,East North Central,iOS Phone / Tablet,18-29
13363737309,415544481,02/28/2022 09:16:29 PM,02/28/2022 09:17:44 PM,,,,,3c4a425a5e91eba4ad84a29189,smc,,,,Entertainment & Leisure,Server,,Intermediate,,California,Neither happy nor unhappy,High School,"Single, never married",Female,,Very satisfied,About once a week,Rarely,Sometimes,Far above average,Several times per week,Very desirable,Neither agree nor disagree,"$0-$9,999",Female,Pacific,iOS Phone / Tablet,18-29
13363735763,415544481,02/28/2022 09:14:59 PM,02/28/2022 09:17:05 PM,,,,,9bba07baf5729adfaeb7f5a667,smc,,,,Education,Server,,Intermediate,,Florida,Somewhat happy,Bachelor's Degree,Widowed,Female,,Satisfied,A few times a month,Sometimes,Sometimes,Above average,Several times per week,Somewhat desirable,Somewhat disagree,"$200,000+",Female,South Atlantic,iOS Phone / Tablet,> 60
13363721880,415544481,02/28/2022 09:10:42 PM,02/28/2022 09:11:09 PM,,,,,ffe68a183493d85c2ffa51d24a,smc,,,,Agriculture,Janitor,,Senior Management,,Alaska,Neither happy nor unhappy,High School,Divorced,Male,,Satisfied,A few times a month,Sometimes,Rarely,Average,Once per week,Somewhat desirable,Somewhat agree,"$10,000-$24,999",Female,,iOS Phone / Tablet,30-44
13363721062,415544481,02/28/2022 09:09:06 PM,02/28/2022 09:10:47 PM,,,,,e46e51c3e4d4c2088611d7c3c1,smc,,,,"Telecommunications, Technology, Internet & Electronics",Operations manager,,Entry Level,,Wyoming,Somewhat happy,High School,Married or domestic partnership,Male,,Very satisfied,A few times a month,Always,Never,Average,Several times per week,Not at all desirable,Somewhat agree,"$50,000-$74,999",Female,Mountain,iOS Phone / Tablet,45-60
