Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,custom_value8,custom_value9,custom_value7,Which of the following best describes the industry you work in?,What's your occupation?,Which of the following best describes your current job level?,,What state do you reside in?,How happy or unhappy are you with your current role at your job?,"What is the highest degree or level of school you have completed? If currently enrolled, highest degree received.",What is your marital status?,What is your gender?,,How satisfied or dissatisfied are you with your sex life?,How often do you have sex?,How often do you have an orgasm during sexual intercourse?,How often do you fake an orgasm?,"How would you rate your ""performance"" in bed?",How many times per week do you exercise or work out?,How desirable do you find yourself?,Would you agree with the following statement: My sex life was better before I graduated from college than after I graduated.,Household Income,Gender,Region,Device Type,Age
13363530849,415544481,02/28/2022 7:49:36 PM,02/28/2022 7:51:19 PM,,,,,45fa656383569a1526cb1fe091,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,Entry Level,,Ohio,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Female,,Dissatisfied,Less than once a month,Rarely,Sometimes,Average,Less than once per week,Somewhat desirable,Somewhat agree,"$75,000-$99,999",Female,East North Central,iOS Phone / Tablet,30-44
13363530703,415544481,02/28/2022 7:50:41 PM,02/28/2022 7:51:15 PM,,,,,22e4619314981ceefda9dfa2e8,smc,,,,Education,Bartender,Middle Management,,District of Columbia (DC),Neither happy nor unhappy,No schooling completed,Divorced,Male,,Dissatisfied,A few times a month,Sometimes,Sometimes,Below average,Less than once per week,Extremely desirable,Somewhat agree,"$50,000-$74,999",Male,South Atlantic,iOS Phone / Tablet,18-29
13363529918,415544481,02/28/2022 7:48:31 PM,02/28/2022 7:50:55 PM,,,,,adf347650e2690452298ddda88,smc,,,,Education,"Laborer, Teacher",Other (please specify),Teacher,New York,Very unhappy,Master's Degree,Married or domestic partnership,Female,,Dissatisfied,Less than once a month,Rarely,Usually,Average,Several times per week,Not so desirable,Neither agree nor disagree,Prefer not to answer,Female,Middle Atlantic,iOS Phone / Tablet,45-60
13363529790,415544481,02/28/2022 7:48:52 PM,02/28/2022 7:50:53 PM,,,,,408fac8c06e2af71b4f4fe3cd1,smc,,,,Education,"Operations manager, Teacher",Other (please specify),Professional,Texas,Neither happy nor unhappy,Master's Degree,"Single, never married",Female,,Dissatisfied,Less than once a month,Sometimes,Sometimes,Average,Less than once per week,Somewhat desirable,Somewhat disagree,"$50,000-$74,999",Female,West South Central,iOS Phone / Tablet,30-44
13363526520,415544481,02/28/2022 7:47:31 PM,02/28/2022 7:49:30 PM,,,,,9abbbcd0b9d7cc4ed2c2bf5e60,smc,,,,Education,Operations manager,Entry Level,,Minnesota,Somewhat happy,High School,Married or domestic partnership,Male,,Satisfied,A few times a week,Always,Never,Above average,Several times per week,Very desirable,Neither agree nor disagree,"$50,000-$74,999",Male,West North Central,iOS Phone / Tablet,30-44
13363526508,415544481,02/28/2022 7:47:34 PM,02/28/2022 7:49:29 PM,,,,,c51e13da4ac01b2f5ee174734b,smc,,,,Retail & Consumer Durables,Line supervisor,Middle Management,,Michigan,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Male,,Satisfied,A few times a week,Always,Never,Far above average,Every day of the week,Very desirable,Disagree,"$50,000-$74,999",Male,East North Central,Android Phone / Tablet,30-44
13363523749,415544481,02/28/2022 7:46:57 PM,02/28/2022 7:48:19 PM,,,,,33a056329875ee475bda8da798,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,Intermediate,,West Virginia,Somewhat happy,Bachelor's Degree,"Single, never married",Female,,Very satisfied,A few times a month,Usually,Sometimes,Average,Less than once per week,Not so desirable,Disagree,"$25,000-$49,999",Female,South Atlantic,iOS Phone / Tablet,45-60
13363522430,415544481,02/28/2022 7:45:36 PM,02/28/2022 7:47:47 PM,,,,,fdeef61d79e68cb84c345b2ccb,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,Intermediate,,Tennessee,Very happy,Bachelor's Degree,Divorced,Female,,Satisfied,A few times a month,Always,Never,Above average,I never work out or exercise,Somewhat desirable,Strongly agree,"$25,000-$49,999",Female,East South Central,iOS Phone / Tablet,45-60
13363522336,415544481,02/28/2022 7:46:17 PM,02/28/2022 7:47:44 PM,,,,,39c1bef18b752ccc55a4e95bc2,smc,,,,"Telecommunications, Technology, Internet & Electronics",Operations manager,Middle Management,,Mississippi,Somewhat happy,Master's Degree,Married or domestic partnership,Male,,Dissatisfied,Less than once a month,Usually,Never,Average,I never work out or exercise,Somewhat desirable,Agree,"$200,000+",Male,East South Central,iOS Phone / Tablet,30-44
13363516265,415544481,02/28/2022 7:42:19 PM,02/28/2022 7:46:13 PM,,,,,be7f13cdb79684cb4e729e4f10,smc,,,,Nonprofit,"Bartender, Case manager",Middle Management,,Texas,Very happy,Bachelor's Degree,"Single, never married",Female,,Neither satisfied nor dissatisfied,Less than once a month,Rarely,Sometimes,Below average,I never work out or exercise,Somewhat desirable,Disagree,"$50,000-$74,999",Female,West South Central,Android Phone / Tablet,45-60
13363516728,415544481,02/28/2022 7:44:08 PM,02/28/2022 7:45:27 PM,,,,,b86fc3625b37b4381ebe27b7a8,smc,,,,Education,Bookkeeper,Owner/Executive/C-Level,,Virginia,Very happy,Bachelor's Degree,"Single, never married",Female,,Very satisfied,A few times a week,Usually,Never,Above average,Several times per week,Somewhat desirable,Strongly agree,"$75,000-$99,999",Female,South Atlantic,iOS Phone / Tablet,30-44
13363514925,415544481,02/28/2022 7:42:28 PM,02/28/2022 7:44:40 PM,,,,,a418701e7b89ee3250ae0887dc,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,Entry Level,,Texas,Neither happy nor unhappy,High School,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,A few times a month,Sometimes,Rarely,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,"$25,000-$49,999",Female,West South Central,Android Phone / Tablet,45-60
13363513950,415544481,02/28/2022 7:29:27 PM,02/28/2022 7:44:16 PM,,,,,5e430c37580c8b6a660ef24467,smc,,,,Education,"Operations manager, SVP",Owner/Executive/C-Level,,New York,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Satisfied,About once a week,Always,Never,Average,Several times per week,Somewhat desirable,Strongly agree,"$200,000+",Male,Middle Atlantic,iOS Phone / Tablet,45-60
13363508066,415544481,02/28/2022 7:39:42 PM,02/28/2022 7:41:49 PM,,,,,afa3e741382ce582f59343c26a,smc,,,,Healthcare & Pharmaceuticals,"Medical assistant, X-ray",Senior Management,,Florida,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,A few times a month,Always,Never,Far above average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$150,000-$174,999",Male,South Atlantic,iOS Phone / Tablet,45-60
13363507177,415544481,02/28/2022 7:36:48 PM,02/28/2022 7:41:47 PM,,,,,ef51ca3cf096217e17030a6b77,smc,,,,Retail & Consumer Durables,Office clerk,Senior Management,,New York,Somewhat happy,High School,Married or domestic partnership,Male,,Satisfied,A few times a week,Usually,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$125,000-$149,999",Male,Middle Atlantic,MacOS Desktop / Laptop,> 60
13363506577,415544481,02/28/2022 7:38:33 PM,02/28/2022 7:41:11 PM,,,,,637ca257ec25abb6d8e1a55681,smc,,,,I am currently not employed,Laborer,Other (please specify),none,North Carolina,Neither happy nor unhappy,High School,Married or domestic partnership,Female,,Satisfied,Less than once a month,Sometimes,Sometimes,Average,I never work out or exercise,Not so desirable,Somewhat agree,"$25,000-$49,999",Female,South Atlantic,Android Phone / Tablet,45-60
13363504393,415544481,02/28/2022 7:39:01 PM,02/28/2022 7:40:15 PM,,,,,72b48ec003244460c29bf2e106,smc,,,,Retail & Consumer Durables,Office clerk,Middle Management,,Kansas,Somewhat happy,Bachelor's Degree,Divorced,Female,,Dissatisfied,About once a week,Sometimes,Sometimes,Average,Once per week,Somewhat desirable,Somewhat disagree,"$50,000-$74,999",Female,West North Central,iOS Phone / Tablet,45-60
13363503792,415544481,02/28/2022 7:38:16 PM,02/28/2022 7:40:00 PM,,,,,a2e356f240867d218de47b1451,smc,,,,"Telecommunications, Technology, Internet & Electronics",Office clerk,Intermediate,,Washington,Somewhat happy,High School,Married or domestic partnership,Female,,Very satisfied,Every day,Usually,Rarely,Above average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,"$25,000-$49,999",Female,Pacific,Android Phone / Tablet,18-29
13363503655,415544481,02/28/2022 7:37:51 PM,02/28/2022 7:39:57 PM,,,,,1aacd5c3192b39daf153adb698,smc,,,,Healthcare & Pharmaceuticals,Customer service representative,Intermediate,,Texas,Very happy,Trade/Vocation School,Married or domestic partnership,,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Always,Average,I never work out or exercise,Not so desirable,Agree,"$100,000-$124,999",Female,West South Central,Android Phone / Tablet,> 60
13363499219,415544481,02/28/2022 7:36:03 PM,02/28/2022 7:38:11 PM,,,,,4bb7b9f257e10787824ece33d0,smc,,,,Business Support & Logistics,"Lawyer, Paralegal",Intermediate,,Pennsylvania,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,A few times a week,Sometimes,Never,Average,Several times per week,Somewhat desirable,Disagree,"$50,000-$74,999",Female,Middle Atlantic,iOS Phone / Tablet,18-29
13363498549,415544481,02/28/2022 7:34:28 PM,02/28/2022 7:37:55 PM,,,,,568ede9a7eb197617a008eeb5d,smc,,,,Finance & Financial Services,Office clerk,Entry Level,,California,Very happy,High School,"Single, never married",Female,,Very dissatisfied,Less than once a month,Always,Sometimes,Far above average,Several times per week,Extremely desirable,Agree,"$0-$9,999",Female,Pacific,iOS Phone / Tablet,45-60
13363497849,415544481,02/28/2022 7:34:50 PM,02/28/2022 7:37:38 PM,,,,,49051a6e7a671106f53825d1db,smc,,,,Education,Lawyer,Owner/Executive/C-Level,,Florida,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,A few times a week,Always,Never,Above average,Several times per week,Somewhat desirable,Agree,"$50,000-$74,999",Female,South Atlantic,iOS Phone / Tablet,30-44
13363496737,415544481,02/28/2022 7:35:02 PM,02/28/2022 7:37:12 PM,,,,,6d0e4bd61b082c257839e6fbaa,smc,,,,Healthcare & Pharmaceuticals,"Customer service representative, Pre-auth specialist",Intermediate,,Washington,Somewhat happy,Trade/Vocation School,"Single, never married",Female,,Very dissatisfied,Less than once a month,Sometimes,Never,Average,Less than once per week,Not at all desirable,Strongly agree,"$25,000-$49,999",Female,Pacific,iOS Phone / Tablet,30-44
13363495857,415544481,02/28/2022 7:34:03 PM,02/28/2022 7:36:51 PM,,,,,8b151f59a83eb326351a44b554,smc,,,,"Telecommunications, Technology, Internet & Electronics",Administrative assistant,Intermediate,,Texas,Very happy,Trade/Vocation School,Divorced,Female,,Satisfied,Less than once a month,Usually,Sometimes,Average,Less than once per week,Somewhat desirable,Somewhat disagree,"$25,000-$49,999",Female,West South Central,iOS Phone / Tablet,45-60
13363495694,415544481,02/28/2022 7:32:36 PM,02/28/2022 7:36:47 PM,,,,,fa0b54dc706281d44cf280eb49,smc,,,,Food & Beverages,Bartender,Intermediate,,Georgia,Somewhat happy,High School,"Single, never married",Male,,Very satisfied,A few times a month,Usually,Never,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$25,000-$49,999",Male,South Atlantic,iOS Phone / Tablet,18-29
13363492680,415544481,02/28/2022 7:34:01 PM,02/28/2022 7:35:35 PM,,,,,01634ea19ec69d7400a476f637,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,Entry Level,,Georgia,Somewhat happy,High School,"Single, never married",Female,,Satisfied,A few times a month,Never,Sometimes,Average,I never work out or exercise,Not so desirable,Strongly agree,"$25,000-$49,999",Female,South Atlantic,iOS Phone / Tablet,45-60
13363492432,415544481,02/28/2022 7:33:11 PM,02/28/2022 7:35:30 PM,,,,,4c5bd3e87a00310883d909f3d2,smc,,,,Real Estate,Operations manager,Middle Management,,Texas,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Very dissatisfied,Less than once a month,Usually,Never,Above average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,Prefer not to answer,Male,West South Central,Windows Desktop / Laptop,> 60
13363489590,415544481,02/28/2022 7:32:41 PM,02/28/2022 7:34:24 PM,,,,,dfcd510e2bfc0c9f38ad3aa722,smc,,,,"Telecommunications, Technology, Internet & Electronics",Operations manager,Intermediate,,Oregon,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Male,,Satisfied,About once a week,Usually,Never,Above average,Several times per week,Somewhat desirable,Somewhat agree,"$75,000-$99,999",Male,Pacific,iOS Phone / Tablet,30-44
13363485784,415544481,02/28/2022 7:31:36 PM,02/28/2022 7:32:59 PM,,,,,e5578f7ff4bfb6858a746ba2b4,smc,,,,Agriculture,Retail sales associate,Intermediate,,Texas,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,A few times a week,Always,Never,Far above average,Several times per week,Very desirable,Strongly agree,"$50,000-$74,999",Female,West South Central,iOS Phone / Tablet,18-29
13363483229,415544481,02/28/2022 7:31:10 PM,02/28/2022 7:31:59 PM,,,,,9237ab11785962c7d384a6145b,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,Intermediate,,New Jersey,Very happy,Bachelor's Degree,"Single, never married",Female,,Very satisfied,A few times a week,Usually,Never,Average,Several times per week,Somewhat desirable,Strongly agree,"$200,000+",Female,South Atlantic,iOS Phone / Tablet,18-29
13363482941,415544481,02/28/2022 7:27:51 PM,02/28/2022 7:31:53 PM,,,,,7776dc16c92bd1aafc0265ee19,smc,,,,Healthcare & Pharmaceuticals,Customer service representative,Intermediate,,New York,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,A few times a week,Sometimes,Rarely,Average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$125,000-$149,999",Female,Middle Atlantic,iOS Phone / Tablet,45-60
13363481049,415544481,02/28/2022 7:29:30 PM,02/28/2022 7:31:08 PM,,,,,ef9c9f20896f58c7fa68a25f1a,smc,,,,Agriculture,Food preparation worker,Owner/Executive/C-Level,,Alabama,Very happy,Some High School,Married or domestic partnership,Male,,Satisfied,Every day,Always,Sometimes,Average,Several times per week,Very desirable,Strongly agree,"$0-$9,999",Male,East South Central,iOS Phone / Tablet,> 60
13363474576,415544481,02/28/2022 7:25:27 PM,02/28/2022 7:28:37 PM,,,,,e8c095e32ce58c7f0b45c4356c,smc,,,,Government,"Administrative assistant, Paralegal",Other (please specify),Run the show for the attorney,Maryland,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,A few times a month,Usually,Never,Above average,Once per week,Somewhat desirable,Neither agree nor disagree,"$75,000-$99,999",Male,South Atlantic,iOS Phone / Tablet,30-44
13363469539,415544481,02/28/2022 7:26:00 PM,02/28/2022 7:27:03 PM,,,,,6f4af1e1aa83dd45f3927c6cdc,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,Senior Management,,Wisconsin,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Very satisfied,Every day,Always,Always,Far above average,Every day of the week,Very desirable,Strongly agree,"$200,000+",Male,East North Central,Android Phone / Tablet,30-44
13363466557,415544481,02/28/2022 7:14:41 PM,02/28/2022 7:25:27 PM,,,,,b0c575707600dce7d57de7594d,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,Senior Management,,Washington,Very happy,Master's Degree,Married or domestic partnership,Female,,Very satisfied,About once a week,Always,Never,Far above average,Every day of the week,Very desirable,Disagree,"$75,000-$99,999",Female,Pacific,Android Phone / Tablet,45-60
13363464839,415544481,02/28/2022 7:22:24 PM,02/28/2022 7:24:49 PM,,,,,e0e8d1a4a62a28f87f4144297d,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,Other (please specify),senior nurse and educator,Georgia,Somewhat happy,Master's Degree,Widowed,Male,,Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Below average,Several times per week,Somewhat desirable,Strongly agree,"$25,000-$49,999",Male,South Atlantic,Windows Desktop / Laptop,> 60
13363464699,415544481,02/28/2022 7:22:28 PM,02/28/2022 7:24:44 PM,,,,,ad276d64c489fbe51f8be9d212,smc,,,,Healthcare & Pharmaceuticals,Marketing specialist,Middle Management,,Texas,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Very dissatisfied,Less than once a month,Always,Rarely,Average,Several times per week,Not so desirable,Strongly agree,"$175,000-$199,999",Male,West South Central,iOS Phone / Tablet,45-60
13363460716,415544481,02/28/2022 7:19:28 PM,02/28/2022 7:23:13 PM,,,,,98e02834d559d76e56012be807,smc,,,,Education,Bookkeeper,Owner/Executive/C-Level,,California,Somewhat happy,Master's Degree,Married or domestic partnership,Female,,Dissatisfied,A few times a month,Rarely,Never,Above average,Several times per week,Not so desirable,Strongly disagree,"$100,000-$124,999",Female,Pacific,Android Phone / Tablet,30-44
13363460108,415544481,02/28/2022 7:20:53 PM,02/28/2022 7:23:00 PM,,,,,47fb51883d329e0b37b9ad5941,smc,,,,Manufacturing,"Customer service representative, Engineer",Intermediate,,Indiana,Somewhat unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,About once a week,Sometimes,Rarely,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$75,000-$99,999",Female,East North Central,iOS Phone / Tablet,45-60
13363456601,415544481,02/28/2022 7:19:24 PM,02/28/2022 7:21:46 PM,,,,,c864d06eb357d7e38d7141203e,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,Intermediate,,Illinois,Somewhat happy,Master's Degree,Married or domestic partnership,Female,,Satisfied,About once a week,Usually,Never,Above average,Several times per week,Very desirable,Neither agree nor disagree,"$75,000-$99,999",Female,East North Central,iOS Phone / Tablet,30-44
13363455439,415544481,02/28/2022 7:17:45 PM,02/28/2022 7:21:21 PM,,,,,0ebfd544ec1ae263f7f90ede15,smc,,,,Education,"Software developer, Professor",Middle Management,,Florida,Somewhat unhappy,Master's Degree,Divorced,Female,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Sometimes,Average,Once per week,Somewhat desirable,Somewhat disagree,"$25,000-$49,999",Female,South Atlantic,Android Phone / Tablet,> 60
